"customer_id","geographic_location","loyalty_card","email_news","fav_category","gender","income_level"
208901,"H",0,1,"Q","F",2
208910,"G",0,1,"O","F",1
208924,"F",0,0,"Q","M",1
208936,"D",0,0,"P","M",2
209024,"H",0,0,"P","M",3
209035,"E",0,0,"O","M",2
209052,"G",0,0,"Q","M",1
209080,"H",0,0,"M","F",2
209145,"A",0,0,"P","F",2
209172,"F",0,1,"P","F",2
209274,"E",0,0,"Q","M",3
209422,"C",0,0,"O","M",3
209424,"D",0,0,"O","M",2
209436,"E",0,0,"M","F",3
209451,"G",0,1,"M","M",1
209452,"E",0,0,"L","F",3
209481,"G",0,0,"L","M",3
209568,"B",0,0,"O","F",1
209572,"H",0,0,"O","F",2
209601,"A",0,1,"O","M",1
209653,"C",0,1,"L","F",1
209736,"C",0,0,"Q","M",1
209741,"B",1,0,"O","M",3
209764,"A",1,0,"P","F",3
209795,"G",0,0,"O","M",2
209974,"C",0,0,"O","M",1
210058,"H",0,1,"P","M",3
210086,"A",0,1,"Q","F",3
210143,"A",0,1,"L","M",2
210156,"B",0,1,"L","F",3
210209,"I",0,1,"L","M",1
210224,"I",0,0,"N","F",2
210271,"H",1,0,"P","M",1
210365,"A",0,0,"M","F",3
210490,"C",0,0,"N","M",2
210507,"G",0,0,"L","F",2
210519,"H",0,0,"L","M",3
210608,"I",1,0,"Q","F",3
210612,"A",0,0,"O","M",3
210735,"A",0,0,"O","M",2
210748,"H",1,0,"N","M",2
210847,"C",0,0,"Q","F",2
210905,"I",1,1,"O","M",2
210930,"D",0,0,"P","M",3
210934,"D",0,1,"N","M",3
211144,"C",0,0,"Q","M",1
211270,"A",0,0,"N","F",1
211281,"C",0,0,"M","F",2
211340,"I",0,0,"N","M",2
211392,"D",0,0,"P","M",1
211412,"H",0,0,"Q","M",1
211631,"E",0,0,"Q","M",3
211641,"C",0,0,"N","F",1
211669,"H",0,0,"M","F",3
211676,"G",0,0,"L","F",2
211789,"F",0,1,"O","M",3
211880,"G",0,0,"O","M",1
211899,"C",0,0,"Q","F",2
211962,"B",0,1,"L","F",1
212011,"C",0,0,"L","F",1
212085,"B",0,0,"P","F",2
212183,"D",0,1,"O","F",3
212198,"J",0,0,"P","F",2
212281,"H",0,1,"Q","M",3
212283,"D",0,0,"M","M",1
212343,"I",0,0,"O","F",3
212407,"I",0,0,"N","F",1
212416,"D",0,1,"O","F",2
212538,"C",0,0,"Q","M",1
212576,"J",0,1,"L","F",3
212577,"D",1,1,"Q","M",1
212634,"D",0,0,"Q","F",1
212650,"A",1,0,"M","M",3
212714,"D",0,0,"L","M",3
212783,"J",0,0,"P","F",2
212784,"A",0,1,"O","M",1
212876,"G",0,0,"M","M",3
212935,"J",0,0,"Q","M",1
212983,"G",0,0,"M","F",1
213014,"B",0,0,"P","M",1
213045,"J",0,1,"Q","F",2
213066,"A",0,0,"P","F",3
213133,"C",0,0,"Q","M",2
213157,"E",0,1,"Q","F",3
213187,"D",0,1,"L","M",1
213197,"G",0,1,"L","M",3
213249,"C",0,0,"N","M",1
213304,"A",0,0,"M","F",2
213314,"F",0,0,"L","F",1
213347,"I",0,0,"Q","M",3
213405,"I",0,0,"N","F",3
213416,"A",1,0,"P","M",2
213445,"H",0,1,"P","F",2
213484,"F",0,0,"L","F",3
213518,"D",0,1,"Q","M",3
213546,"B",0,1,"P","F",3
213836,"J",0,0,"N","M",3
213855,"I",0,1,"O","F",3
213925,"F",0,0,"O","M",3
213972,"C",0,0,"N","F",3
214001,"A",0,1,"Q","M",3
214084,"B",0,0,"M","M",3
214095,"B",0,1,"N","M",1
214184,"A",0,0,"O","F",1
214275,"I",0,0,"O","F",3
214338,"E",0,1,"Q","F",3
214361,"C",0,1,"N","F",1
214462,"D",0,0,"N","M",1
214467,"B",0,0,"N","F",2
214478,"G",0,1,"Q","F",1
214485,"F",0,1,"M","F",2
214508,"E",0,0,"Q","M",3
214529,"E",1,0,"N","M",3
214546,"F",0,0,"Q","F",1
214679,"B",0,0,"L","F",1
214782,"C",0,0,"P","M",2
214842,"F",0,0,"Q","M",2
214888,"F",0,1,"O","M",3
214905,"D",1,0,"L","F",1
214916,"B",0,0,"O","F",1
214942,"H",1,0,"L","M",2
215016,"A",0,0,"O","M",1
215029,"B",0,0,"M","F",3
215036,"A",0,0,"P","F",3
215070,"I",1,0,"N","M",3
215076,"F",0,0,"P","F",1
215085,"I",0,1,"N","M",3
215104,"F",0,1,"O","F",3
215112,"J",1,0,"M","M",2
215128,"D",0,0,"O","F",3
215201,"H",0,0,"O","M",3
215239,"I",0,0,"N","M",1
215485,"E",0,0,"N","M",1
215531,"I",0,0,"O","F",1
215541,"E",0,1,"O","M",3
215560,"J",0,0,"O","F",3
215673,"F",0,0,"M","F",1
215721,"E",0,0,"N","M",2
215748,"C",1,0,"N","M",3
215845,"E",0,0,"M","F",2
215879,"E",0,0,"L","F",1
215935,"C",0,1,"N","M",1
215972,"B",0,0,"L","M",1
215979,"G",0,0,"P","F",1
215998,"H",0,0,"O","F",2
216126,"B",0,1,"N","M",3
216176,"A",0,0,"L","M",3
216269,"C",0,0,"Q","F",3
216411,"B",0,1,"N","M",1
216412,"B",0,1,"Q","M",3
216467,"C",0,1,"M","M",1
216469,"E",0,0,"M","M",1
216471,"F",0,0,"P","M",2
216498,"H",0,0,"O","M",3
216509,"D",0,0,"O","M",3
216524,"H",0,0,"M","F",1
216598,"B",1,0,"N","F",1
216616,"J",1,0,"Q","F",3
216665,"H",1,1,"Q","F",3
216691,"F",1,0,"N","F",3
216693,"E",0,0,"O","M",3
216701,"I",0,0,"N","M",2
216719,"A",0,0,"N","F",1
216728,"D",0,0,"N","M",3
216756,"J",0,0,"P","F",2
216813,"I",1,0,"L","F",1
217102,"D",0,0,"L","F",2
217319,"C",0,0,"L","F",1
217341,"D",0,0,"O","F",3
217343,"H",0,1,"Q","F",1
217398,"D",0,0,"O","M",3
217490,"F",0,1,"N","M",2
217518,"I",0,1,"N","M",2
217529,"J",1,0,"M","M",2
217669,"B",0,0,"O","M",2
217685,"C",0,0,"L","M",1
217739,"D",0,1,"L","M",1
217777,"A",0,0,"L","F",3
217872,"E",0,0,"L","M",2
217937,"B",0,0,"M","F",1
217981,"A",0,1,"N","M",1
218021,"F",0,0,"O","M",2
218024,"C",0,1,"O","F",3
218042,"C",0,0,"L","F",3
218071,"E",0,0,"M","M",3
218084,"I",0,0,"P","M",1
218093,"G",0,1,"M","M",2
218108,"A",0,0,"L","F",2
218143,"A",0,1,"M","M",3
218178,"H",0,1,"N","F",2
218282,"E",0,0,"L","F",3
218339,"B",0,1,"L","F",1
218384,"G",0,0,"O","M",2
218458,"A",0,0,"O","F",2
218466,"B",0,0,"Q","F",1
218467,"J",0,0,"Q","F",2
218597,"I",0,0,"P","F",1
218733,"E",0,0,"M","M",3
218738,"I",0,0,"N","M",1
218796,"A",0,1,"M","M",2
218856,"J",0,0,"Q","M",1
218936,"B",0,1,"O","M",2
218944,"H",0,1,"Q","F",1
218957,"G",0,0,"O","F",2
219102,"I",0,0,"M","F",2
219112,"F",0,1,"N","M",2
219135,"A",0,0,"P","M",2
219178,"E",0,0,"P","M",2
219412,"H",0,1,"O","M",2
219413,"H",0,0,"Q","F",2
219417,"I",1,1,"N","M",2
219617,"B",1,0,"L","F",2
219627,"H",0,0,"L","M",3
219727,"G",0,0,"M","F",3
219774,"I",0,0,"P","F",2
219787,"I",1,0,"M","F",2
219863,"C",0,1,"Q","F",1
219876,"G",0,0,"N","M",2
219902,"I",0,0,"P","F",1
220000,"F",0,0,"P","M",3
220040,"A",0,0,"N","M",2
220103,"H",0,0,"P","F",3
220110,"A",0,0,"P","M",2
220119,"J",1,1,"P","M",2
220225,"C",1,0,"P","F",2
220236,"C",0,0,"Q","M",3
220268,"E",0,0,"P","M",2
220294,"J",0,1,"P","M",1
220332,"J",0,0,"O","M",2
220392,"F",0,0,"P","M",1
220413,"B",0,1,"N","F",3
220424,"F",0,0,"P","F",3
220524,"G",0,1,"M","F",2
220552,"I",0,0,"O","F",2
220553,"F",0,0,"N","M",2
220607,"B",0,0,"P","F",2
220608,"E",0,0,"Q","M",1
220634,"D",0,0,"P","F",3
220685,"J",0,0,"N","F",3
220771,"A",0,1,"L","M",1
220841,"E",1,1,"Q","M",1
220850,"H",0,1,"P","M",3
220910,"H",1,1,"L","F",3
220966,"H",0,0,"L","F",2
220989,"J",0,0,"L","F",1
220992,"E",0,0,"N","M",1
221075,"J",0,1,"O","F",1
221144,"E",0,0,"P","F",1
221147,"H",0,1,"M","F",3
221186,"E",0,1,"Q","F",3
221215,"H",0,1,"N","M",3
221240,"C",0,1,"Q","F",3
221393,"B",0,1,"P","F",3
221451,"G",0,0,"P","F",1
221507,"H",0,0,"O","M",1
221555,"D",0,0,"O","F",2
221578,"C",0,1,"O","M",3
221641,"A",0,1,"P","M",1
221664,"D",0,1,"Q","M",1
221790,"E",0,0,"N","M",1
221922,"J",0,0,"M","F",3
221985,"J",1,0,"M","F",1
222056,"A",0,0,"Q","M",1
222072,"H",0,1,"M","F",1
222152,"E",1,0,"P","F",1
222154,"H",0,0,"N","F",1
222214,"G",0,0,"L","M",2
222221,"G",0,0,"O","M",3
222276,"A",0,0,"M","M",1
222313,"F",0,0,"Q","M",3
222350,"C",1,0,"M","F",3
222512,"D",0,0,"L","F",3
222538,"D",0,0,"O","F",1
222588,"C",0,0,"M","F",3
222635,"H",0,0,"O","M",1
222795,"A",0,0,"N","M",2
222804,"A",0,1,"Q","F",3
222852,"D",0,0,"N","F",3
222860,"J",0,0,"O","F",1
222891,"A",0,0,"O","F",1
223006,"A",0,1,"O","F",1
223067,"C",0,1,"L","F",2
223100,"C",0,0,"N","M",3
223131,"D",0,0,"L","F",2
223134,"G",0,0,"M","F",3
223168,"J",0,1,"Q","F",2
223217,"B",1,1,"N","F",2
223306,"J",0,1,"O","F",3
223384,"B",0,0,"O","M",1
223401,"G",0,0,"L","F",1
223479,"G",0,0,"M","M",1
223527,"A",0,0,"Q","M",2
223591,"D",0,0,"N","F",3
223635,"G",0,0,"P","F",2
223669,"G",0,0,"N","M",2
223782,"A",0,0,"N","M",3
223842,"D",0,0,"M","F",2
223853,"F",0,1,"N","M",3
223875,"I",1,0,"Q","F",1
223944,"A",0,0,"O","M",1
223960,"E",0,0,"M","M",3
224089,"E",0,0,"P","M",3
224111,"C",1,1,"M","M",1
224127,"D",0,1,"L","M",1
224152,"A",0,0,"Q","F",1
224166,"B",0,0,"Q","M",1
224236,"E",0,0,"P","M",3
224292,"D",0,1,"O","M",2
224387,"I",0,0,"L","F",1
224400,"D",0,0,"Q","F",2
224444,"F",0,0,"L","M",3
224459,"I",0,0,"P","M",3
224656,"H",0,0,"L","M",1
224687,"G",0,0,"P","F",1
224790,"G",0,1,"P","M",1
224846,"J",0,0,"L","F",3
224847,"C",0,1,"N","F",3
224870,"J",0,0,"Q","M",2
224953,"C",0,0,"Q","M",2
225050,"F",0,0,"L","F",1
225178,"J",0,0,"Q","F",2
225187,"B",0,0,"O","F",1
225210,"J",0,0,"O","F",3
225358,"E",1,1,"Q","F",2
225395,"F",0,0,"M","M",2
225398,"J",0,0,"P","F",2
225534,"A",0,1,"M","F",3
225563,"D",0,0,"P","F",1
225593,"E",0,0,"M","M",3
225676,"I",0,0,"N","M",1
225684,"B",0,0,"P","F",2
225704,"E",0,0,"M","M",1
225795,"D",0,0,"P","M",2
225815,"B",1,0,"Q","M",3
225945,"E",0,1,"L","F",3
226095,"B",0,0,"L","F",3
226242,"A",0,0,"L","M",2
226247,"G",0,0,"M","F",2
226252,"F",0,0,"N","M",3
226309,"H",0,1,"O","F",2
226404,"B",0,0,"L","M",2
226429,"B",0,0,"N","F",2
226482,"A",0,0,"P","M",2
226506,"E",0,0,"P","F",3
226550,"G",0,1,"P","F",3
226604,"A",0,1,"L","F",1
226686,"C",0,0,"N","M",1
226713,"J",0,1,"L","F",2
226802,"G",0,0,"O","F",3
226840,"B",0,0,"M","M",2
226842,"A",0,0,"Q","F",1
226850,"G",0,0,"O","M",1
226905,"B",0,0,"O","F",2
227027,"H",0,0,"P","M",2
227048,"I",0,1,"O","M",3
227130,"C",1,1,"M","M",1
227229,"F",0,1,"N","F",2
227254,"G",0,0,"N","F",2
227362,"G",0,0,"M","M",3
227369,"H",0,0,"O","F",2
227411,"D",0,1,"P","M",1
227454,"H",0,1,"M","F",2
227551,"B",0,1,"N","F",3
227579,"B",0,0,"L","M",3
227662,"A",1,0,"L","M",1
227686,"E",0,0,"O","M",2
227696,"B",0,1,"L","M",1
227710,"J",0,0,"M","F",3
227720,"C",0,1,"Q","F",2
227788,"C",0,0,"M","F",1
227809,"F",0,0,"P","M",3
227818,"D",1,0,"Q","M",2
227864,"F",1,0,"P","M",1
227865,"E",0,1,"M","M",3
227906,"E",1,1,"O","M",1
227977,"E",0,0,"M","F",2
228005,"G",1,1,"N","F",3
228030,"I",0,1,"O","M",3
228031,"B",0,0,"P","F",2
228129,"E",0,0,"N","M",1
228318,"G",0,1,"Q","M",1
228466,"A",0,1,"P","F",1
228636,"G",0,0,"Q","F",3
228661,"F",0,0,"P","M",2
228672,"J",0,1,"Q","M",3
228673,"C",0,0,"N","F",1
228997,"B",0,1,"P","F",3
229013,"E",0,0,"M","F",2
229246,"F",0,0,"P","M",3
229301,"G",0,0,"N","F",2
229327,"G",0,0,"N","M",3
229371,"E",1,0,"Q","M",2
229372,"C",0,0,"O","F",3
229410,"H",0,0,"O","M",1
229499,"I",0,0,"Q","M",1
229504,"I",0,1,"M","F",1
229519,"I",1,0,"M","M",3
229562,"A",0,1,"L","M",3
229597,"E",0,0,"O","M",2
229704,"F",0,0,"P","M",3
229751,"F",0,0,"O","F",1
229763,"G",1,1,"N","F",2
229781,"A",0,0,"L","F",3
229923,"H",0,0,"O","M",1
229981,"G",0,0,"Q","M",3
230006,"E",0,1,"O","M",1
230038,"H",0,0,"N","M",1
230153,"F",0,0,"O","F",3
230186,"A",0,1,"Q","M",3
230567,"H",0,1,"M","F",3
230622,"D",0,0,"O","F",2
230635,"B",0,0,"L","F",3
230652,"G",0,1,"L","M",1
230727,"J",0,0,"N","F",3
230829,"E",0,0,"P","F",2
230831,"C",0,0,"M","F",2
230841,"A",0,0,"P","F",2
230859,"E",0,0,"M","M",2
230886,"C",0,0,"O","F",1
230892,"C",0,0,"P","M",2
230932,"H",0,0,"M","M",3
230997,"D",0,0,"L","F",2
231110,"G",1,0,"Q","M",1
231113,"E",0,0,"P","F",2
231133,"G",0,1,"Q","F",3
231135,"I",1,1,"P","M",3
231144,"B",0,1,"O","F",1
231188,"G",1,0,"O","F",2
231205,"C",0,0,"Q","M",3
231354,"I",0,0,"O","M",2
231382,"B",0,0,"O","M",3
231518,"H",0,0,"P","F",1
231581,"G",0,1,"Q","F",2
231598,"F",0,0,"Q","F",2
231602,"E",0,0,"N","M",1
231635,"E",0,0,"M","M",2
231768,"A",0,0,"L","F",3
231866,"H",0,0,"O","M",1
231973,"E",0,0,"L","M",3
232074,"D",0,1,"M","F",2
232149,"A",0,0,"P","F",2
232354,"G",0,0,"L","F",3
232427,"I",0,1,"L","M",2
232435,"C",0,0,"L","M",1
232521,"D",0,1,"N","M",1
232552,"C",0,0,"M","F",1
232594,"I",0,0,"L","M",2
232642,"B",0,0,"L","F",1
232742,"G",1,0,"O","F",3
232778,"B",0,1,"M","F",1
232818,"A",0,0,"M","F",2
232830,"E",0,1,"P","F",2
232882,"F",0,0,"O","F",3
232930,"G",0,1,"P","F",1
232963,"G",0,0,"L","M",1
233051,"C",0,1,"Q","M",3
233079,"F",0,0,"L","M",2
233135,"B",0,0,"P","M",2
233151,"C",0,0,"N","F",1
233446,"J",0,0,"O","F",3
233457,"B",0,0,"Q","F",3
233478,"J",0,0,"O","M",1
233487,"C",0,0,"O","F",2
233570,"G",0,0,"M","F",3
233630,"E",0,1,"M","F",3
233861,"H",0,1,"Q","M",1
233906,"G",0,0,"P","F",3
233922,"I",0,0,"L","F",2
234046,"H",0,1,"P","F",3
234068,"G",0,1,"O","F",3
234083,"H",0,1,"N","F",3
234086,"E",0,0,"O","M",3
234113,"H",0,0,"M","M",2
234193,"F",0,0,"Q","F",2
234213,"G",0,0,"O","M",3
234260,"G",0,0,"P","F",3
234265,"A",0,0,"M","M",2
234401,"D",0,0,"L","F",3
234434,"F",0,0,"L","F",3
234492,"H",0,1,"O","F",1
234515,"J",0,1,"L","F",3
234541,"B",0,0,"L","M",3
234545,"E",0,0,"Q","M",1
234578,"B",0,0,"O","F",2
234685,"D",0,1,"P","M",2
234737,"H",0,0,"P","F",3
234889,"D",0,0,"Q","M",1
235013,"G",1,0,"N","M",3
235036,"H",0,0,"N","F",2
235065,"F",0,0,"N","M",2
235221,"G",0,0,"L","F",1
235266,"J",0,0,"O","F",2
235436,"G",0,0,"P","M",2
235439,"F",1,0,"Q","M",1
235508,"F",0,0,"L","M",1
235565,"E",0,1,"O","F",1
235592,"H",0,0,"N","M",3
235618,"J",0,0,"O","M",1
235631,"J",0,0,"O","F",1
235816,"I",0,0,"M","F",3
235830,"C",0,0,"M","M",2
235836,"H",0,0,"M","F",2
235862,"I",0,1,"Q","M",1
235922,"C",1,0,"P","F",2
235925,"J",0,0,"L","M",2
235998,"F",0,1,"Q","M",1
236011,"D",0,0,"L","M",3
236061,"F",0,1,"Q","M",2
236077,"J",0,0,"L","F",1
236216,"I",0,0,"N","M",2
236248,"J",0,0,"O","M",2
236260,"B",0,1,"N","M",3
236281,"B",0,1,"P","M",2
236322,"B",0,1,"O","F",3
236325,"A",0,0,"P","F",1
236350,"B",0,0,"L","M",3
236411,"J",0,0,"P","M",3
236412,"F",0,0,"O","F",2
236488,"J",0,0,"N","F",1
236624,"J",0,1,"N","M",2
236668,"J",0,1,"N","M",3
236676,"H",0,0,"N","F",3
236679,"I",0,0,"N","F",1
236686,"H",0,1,"O","F",1
236844,"J",0,0,"L","F",2
236859,"C",0,1,"P","F",2
236881,"H",0,0,"M","M",1
236930,"H",0,0,"O","M",2
236944,"F",0,0,"M","M",3
236987,"A",0,0,"P","M",1
237001,"H",0,0,"O","F",1
237043,"E",0,1,"P","M",3
237134,"H",0,0,"M","M",2
237294,"B",0,0,"Q","M",1
237454,"D",0,0,"O","M",3
237486,"C",0,0,"P","M",2
237487,"D",1,0,"M","F",1
237554,"H",0,0,"Q","F",1
237575,"B",0,0,"M","M",1
237576,"E",0,0,"L","F",2
237584,"H",0,0,"O","F",3
237632,"D",0,0,"M","F",3
237653,"D",0,0,"O","F",1
237665,"F",0,0,"N","F",1
237700,"A",0,0,"P","F",1
237722,"B",0,0,"N","M",1
237727,"G",0,0,"M","M",3
237730,"G",0,0,"O","F",2
237761,"C",0,0,"N","F",3
237809,"E",1,1,"L","F",2
237897,"F",0,1,"L","M",2
237975,"J",0,1,"P","F",3
238059,"G",0,0,"N","F",1
238098,"G",0,0,"N","M",3
238275,"A",1,0,"L","M",1
238348,"I",1,0,"M","F",3
238380,"H",0,0,"O","M",1
238552,"D",0,1,"O","M",2
238649,"D",0,0,"L","M",3
238668,"H",0,0,"L","F",3
238678,"H",0,0,"O","M",3
238701,"I",0,1,"O","F",3
238711,"B",1,0,"N","M",1
238734,"I",0,0,"P","M",3
238808,"I",1,0,"O","F",2
238809,"I",1,0,"N","M",2
238861,"J",0,0,"N","M",2
238899,"G",0,0,"Q","F",2
238991,"J",0,0,"N","M",2
239017,"I",0,0,"O","M",2
239023,"E",0,0,"N","F",1
239068,"A",0,1,"Q","F",3
239078,"F",0,0,"Q","F",1
239224,"G",0,1,"P","M",2
239253,"E",0,1,"N","M",2
239302,"J",0,0,"Q","F",2
239372,"E",0,0,"N","M",1
239504,"J",0,0,"O","M",3
239506,"J",0,0,"M","F",1
239521,"F",0,0,"L","M",3
239560,"F",1,0,"L","F",1
239611,"J",0,0,"L","M",2
239630,"D",0,0,"Q","M",2
239668,"C",0,0,"P","M",3
239675,"H",0,1,"P","M",2
239709,"J",0,1,"N","F",1
239717,"A",0,0,"P","M",2
239768,"I",0,0,"L","M",3
239792,"C",0,1,"N","M",3
239796,"G",0,0,"L","M",3
239839,"B",0,0,"M","F",2
239882,"G",0,0,"P","F",3
239985,"I",0,1,"P","M",2
240032,"J",0,0,"P","F",1
240256,"J",0,1,"M","M",3
240275,"E",0,1,"N","M",3
240285,"G",0,0,"Q","F",2
240443,"B",0,0,"L","M",2
240475,"D",0,0,"L","M",1
240482,"C",0,0,"Q","M",3
240553,"I",0,0,"O","F",2
240595,"E",0,1,"N","M",3
240602,"D",0,1,"M","M",1
240609,"H",0,0,"L","M",2
240690,"H",1,0,"M","F",1
240716,"I",0,0,"N","M",1
240718,"A",0,0,"L","M",2
240831,"B",0,1,"P","F",1
240837,"G",1,0,"L","M",1
240877,"C",0,0,"M","M",3
240882,"B",0,1,"L","F",2
240941,"D",0,0,"P","M",2
240979,"C",0,0,"O","F",3
240986,"C",0,0,"N","M",1
241010,"F",0,0,"P","F",2
241118,"B",1,1,"P","M",3
241316,"G",0,0,"O","M",2
241352,"F",0,0,"P","M",1
241353,"D",0,0,"P","M",2
241392,"H",0,0,"P","F",1
241396,"F",0,0,"Q","F",1
241414,"E",0,0,"L","M",2
241427,"G",0,1,"P","M",2
241438,"E",0,0,"O","M",1
241508,"J",0,0,"Q","M",3
241517,"F",0,0,"N","F",1
241568,"A",0,1,"M","M",2
241635,"J",0,0,"P","F",3
241648,"E",0,1,"P","F",1
241698,"F",0,1,"O","F",2
241710,"I",0,1,"L","M",2
241861,"C",0,1,"Q","M",1
241932,"F",1,0,"L","F",2
241941,"D",0,0,"N","F",1
242002,"G",0,0,"Q","M",3
242008,"F",0,0,"M","F",3
242042,"G",0,0,"Q","M",3
242075,"B",0,1,"P","M",1
242090,"G",0,0,"O","F",1
242183,"C",0,1,"Q","F",1
242217,"H",0,0,"O","M",2
242270,"A",0,0,"N","M",3
242282,"C",0,0,"M","M",1
242303,"J",1,1,"O","F",2
242320,"D",0,0,"Q","M",2
242350,"F",0,0,"L","M",3
242380,"G",0,0,"Q","M",2
242501,"D",1,0,"L","F",2
242534,"G",0,0,"L","F",2
242600,"H",1,0,"L","M",3
242603,"A",0,1,"Q","F",3
242639,"I",0,0,"L","F",3
242709,"H",1,1,"P","M",2
242711,"F",0,0,"L","F",3
242758,"F",0,1,"O","F",2
242779,"E",0,1,"M","F",3
242787,"B",1,0,"P","F",1
242794,"H",0,1,"P","M",1
242802,"A",0,1,"O","M",1
242810,"I",1,0,"L","M",1
242811,"C",0,0,"Q","F",2
242828,"C",1,1,"L","F",2
242951,"A",0,0,"L","F",3
243070,"E",0,0,"N","F",2
243123,"F",0,0,"O","F",1
243167,"J",0,0,"M","M",1
243300,"F",1,0,"Q","F",1
243333,"D",0,1,"N","M",1
243362,"F",0,0,"O","M",2
243468,"G",0,0,"O","M",1
243472,"E",0,0,"O","F",3
243550,"E",0,0,"L","M",3
243590,"F",0,0,"P","M",2
243609,"D",0,1,"M","M",1
243647,"G",0,0,"O","M",1
243676,"C",0,0,"L","M",1
243728,"B",0,1,"M","F",1
243729,"A",0,0,"O","F",1
243889,"D",0,0,"M","M",2
243899,"G",0,0,"L","F",2
243966,"D",1,0,"Q","F",1
244012,"G",0,0,"O","F",2
244017,"J",0,0,"Q","F",1
244053,"C",0,0,"N","F",3
244137,"G",0,0,"N","M",3
244142,"C",0,0,"Q","M",3
244184,"H",0,0,"L","M",1
244196,"H",0,0,"M","M",1
244201,"I",0,1,"O","M",3
244236,"F",0,1,"O","M",1
244238,"H",0,0,"N","M",1
244281,"H",0,0,"Q","F",2
244283,"B",0,1,"L","M",2
244384,"D",0,0,"Q","M",3
244396,"G",1,0,"O","M",2
244451,"B",0,0,"Q","F",3
244512,"J",0,0,"Q","M",3
244704,"I",0,0,"P","M",2
244706,"E",0,0,"O","M",2
244802,"H",0,1,"O","M",3
244909,"I",0,1,"N","F",3
244950,"B",0,1,"M","F",1
244952,"B",0,0,"N","F",3
244963,"J",0,1,"Q","M",1
244989,"J",0,0,"Q","F",1
245094,"I",0,0,"Q","M",2
245147,"E",0,0,"P","M",1
245328,"H",0,0,"O","F",2
245347,"H",0,0,"O","F",1
245358,"B",0,0,"O","M",1
245376,"G",0,0,"M","F",2
245377,"J",0,0,"P","M",1
245396,"G",0,1,"O","F",3
245449,"E",0,0,"P","M",1
245468,"E",0,0,"Q","M",1
245477,"I",0,0,"M","F",2
245597,"B",0,1,"M","M",2
245616,"B",0,1,"L","M",1
245733,"H",0,0,"N","F",3
245753,"E",0,0,"Q","M",2
245756,"F",0,0,"P","F",2
245860,"F",0,0,"L","M",3
245904,"C",0,0,"Q","F",2
246090,"G",0,1,"M","M",2
246120,"B",0,0,"L","M",2
246135,"H",0,0,"M","M",1
246307,"A",0,0,"M","F",2
246426,"C",0,1,"P","F",3
246439,"B",0,0,"Q","F",2
246475,"G",0,0,"O","M",2
246486,"C",0,0,"M","M",2
246523,"E",0,0,"O","F",1
246541,"B",0,1,"O","F",2
246568,"J",0,0,"P","F",1
246572,"F",0,0,"N","F",3
246592,"A",0,0,"P","M",2
246629,"H",1,0,"L","F",3
246707,"B",0,0,"P","F",2
246735,"J",0,0,"L","F",3
246836,"H",0,0,"P","M",2
246890,"J",0,0,"M","F",3
246899,"J",0,1,"P","M",3
246912,"I",0,0,"P","F",2
246919,"A",0,0,"N","F",1
247042,"F",1,1,"O","M",2
247101,"G",0,0,"P","M",1
247111,"I",0,0,"M","F",1
247166,"B",0,0,"O","F",2
247169,"G",0,1,"N","M",3
247243,"A",0,0,"N","F",2
247265,"C",1,0,"L","F",3
247388,"E",0,0,"O","F",1
247456,"D",0,1,"Q","F",1
247457,"F",0,1,"N","F",3
247539,"B",0,0,"M","F",2
247601,"I",0,0,"Q","F",1
247623,"J",0,1,"Q","M",1
247671,"F",0,1,"N","M",3
247704,"E",0,0,"N","F",3
247717,"F",0,0,"M","F",3
247722,"C",1,0,"Q","M",1
247726,"J",0,0,"O","F",2
247730,"F",1,0,"L","M",2
247762,"G",0,0,"L","F",3
247791,"I",0,0,"P","F",1
247823,"F",0,0,"M","F",2
247877,"E",0,0,"O","M",2
247906,"J",0,0,"L","F",2
247914,"H",0,0,"P","M",3
247915,"G",0,0,"P","F",3
247951,"G",1,1,"N","M",3
247975,"H",0,0,"P","F",1
248025,"C",0,0,"P","F",2
248027,"H",1,1,"L","F",1
248068,"I",0,1,"Q","M",2
248078,"F",0,0,"M","M",2
248181,"E",0,1,"N","M",2
248261,"H",0,1,"L","F",3
248272,"D",0,0,"L","F",2
248342,"J",0,0,"M","M",3
248402,"G",0,0,"P","F",1
248409,"C",0,1,"M","F",2
248481,"A",0,0,"P","F",1
248584,"E",0,1,"L","M",2
248606,"H",0,1,"L","F",1
248626,"G",0,0,"O","M",2
248638,"H",0,0,"P","F",1
248760,"J",0,0,"M","F",3
248799,"F",0,0,"Q","F",3
248823,"C",0,1,"L","M",3
248856,"J",0,0,"P","F",3
248885,"I",0,0,"P","M",1
248902,"H",0,0,"O","F",3
248913,"I",1,0,"O","F",1
248961,"J",0,1,"N","M",3
249007,"A",0,0,"Q","M",1
249026,"J",0,0,"O","F",1
249042,"F",0,0,"N","M",2
249084,"E",0,0,"O","M",2
249123,"C",0,1,"N","F",2
249128,"F",0,1,"Q","F",3
249207,"B",0,1,"M","M",3
249277,"D",0,0,"M","F",3
249310,"H",0,0,"L","M",3
249368,"E",0,0,"N","F",2
249394,"E",1,0,"M","M",1
249403,"F",0,1,"L","M",2
249409,"F",0,0,"N","M",3
249464,"H",0,0,"N","M",3
249469,"I",0,1,"N","F",2
249537,"F",0,0,"Q","F",1
249569,"F",0,1,"P","M",3
249586,"B",0,0,"N","M",1
